pays;reseau;nom;cle;N;Nobs;manquant;p60;p300;p600;dispersion;annulJour;arretsSupprJour;jours;verdict;motif
Allemagne;de_gtfsde;;de_gtfsde|159479;26.8;17.8;34;60.6;95.8;97.2;36.6;0;0;4;REJETEE;identite non resolue , present 4 jours sur 6
Allemagne;de_gtfsde;;de_gtfsde|210857;26.3;17.8;32;62;85.9;91.5;29.6;0;0;4;REJETEE;identite non resolue , present 4 jours sur 6
Pays-Bas;nl_ovapi;Zevenaar;nl_ovapi|zevenaar@51.92,6.07;24.6;17.8;28;48.3;89.9;94.4;46.1;0.4;0;5;REJETEE;present 5 jours sur 6
Etats-Unis;us_mta_lirr;;us_mta_lirr|107;24.2;17.8;26;56.2;88.8;98.9;42.7;0;0;5;REJETEE;identite non resolue , present 5 jours sur 6
Etats-Unis;us_mbta;Quincy Center;us_mbta|quincycenter@42.25,-71.01;29.7;17.7;40;100;100;100;0;0;0;6;REJETEE;trop parfaite : 100 % a moins de 60 s
Pays-Bas;nl_ovapi;Zevenbergen;nl_ovapi|zevenbergen@51.64,4.61;35.2;17.6;50;80.7;100;100;19.3;0.2;0;5;REJETEE;present 5 jours sur 6 , trop parfaite : aucun retard superieur a 5 min
Pays-Bas;nl_ovapi;Kropswolde;nl_ovapi|kropswolde@53.16,6.72;24.8;17.6;29;69.3;98.9;100;30.7;0;0;5;REJETEE;present 5 jours sur 6 , ponctualite 99 % > 98 %
Allemagne;de_gtfsde;Potsdam, Golm Bhf;de_gtfsde|potsdamgolmbhf@52.41,12.97;51;17.5;66;85.7;97.1;98.6;12.9;0;0;4;REJETEE;present 4 jours sur 6
Pays-Bas;nl_ovapi;Zandvoort aan Zee;nl_ovapi|zandvoortaanzee@52.38,4.53;41.5;17.5;58;87.6;99;100;12.4;0;0;6;REJETEE;ponctualite 99 % > 98 %
Pays-Bas;nl_ovapi;Winterswijk;nl_ovapi|winterswijk@51.97,6.72;35.5;17.5;51;85.7;100;100;14.3;0.5;0;4;REJETEE;present 4 jours sur 6 , trop parfaite : aucun retard superieur a 5 min
Allemagne;de_gtfsde;;de_gtfsde|181544;35;17.5;50;47.1;74.3;87.1;40;0;0;4;REJETEE;identite non resolue , present 4 jours sur 6
Allemagne;de_gtfsde;;de_gtfsde|348557;33.8;17.5;48;58.6;92.9;100;41.4;0;0;4;REJETEE;identite non resolue , present 4 jours sur 6
Allemagne;de_gtfsde;;de_gtfsde|629621;31.3;17.5;44;50;82.9;92.9;42.9;0;0;4;REJETEE;identite non resolue , present 4 jours sur 6
Allemagne;de_gtfsde;;de_gtfsde|648423;28;17.5;38;47.1;82.9;95.7;48.6;0;0;4;REJETEE;identite non resolue , present 4 jours sur 6
Pays-Bas;nl_ovapi;Grijpskerk;nl_ovapi|grijpskerk@53.26,6.31;23.8;17.5;26;58.6;97.1;100;41.4;0;0;4;REJETEE;present 4 jours sur 6
Allemagne;de_gtfsde;Kerpen Horrem Bf;de_gtfsde|kerpenhorrembf@50.92,6.71;38;17.4;54;49.4;81.6;94.3;44.8;0;0;5;REJETEE;present 5 jours sur 6
Pays-Bas;nl_ovapi;Rheden;nl_ovapi|rheden@52.01,6.03;36.4;17.4;52;77;94.3;98.9;21.8;0.2;0;5;REJETEE;present 5 jours sur 6
Allemagne;de_gtfsde;;de_gtfsde|73835;52.3;17.3;67;55.1;84.1;95.7;40.6;0;0;4;REJETEE;identite non resolue , present 4 jours sur 6
Allemagne;de_gtfsde;;de_gtfsde|187446;37;17.3;53;53.6;82.6;92.8;39.1;0;0;4;REJETEE;identite non resolue , present 4 jours sur 6
Allemagne;de_gtfsde;;de_gtfsde|412879;35;17.3;51;50.7;89.9;98.6;47.8;0;0;4;REJETEE;identite non resolue , present 4 jours sur 6
Allemagne;de_gtfsde;;de_gtfsde|502242;34;17.3;49;72.5;95.7;98.6;26.1;0;0;4;REJETEE;identite non resolue , present 4 jours sur 6
Allemagne;de_gtfsde;;de_gtfsde|470895;33.8;17.3;49;72.5;92.8;97.1;24.6;0;0;4;REJETEE;identite non resolue , present 4 jours sur 6
Allemagne;de_gtfsde;;de_gtfsde|209785;32;17.3;46;15.9;63.8;75.4;59.4;0;0;4;REJETEE;identite non resolue , present 4 jours sur 6
Allemagne;de_gtfsde;;de_gtfsde|82687;30.8;17.3;44;58;95.7;98.6;40.6;0;0;4;REJETEE;identite non resolue , present 4 jours sur 6
Allemagne;de_gtfsde;;de_gtfsde|388332;30.3;17.3;43;33.3;75.4;91.3;58;0;0;4;REJETEE;identite non resolue , present 4 jours sur 6
Allemagne;de_gtfsde;;de_gtfsde|541823;28.5;17.3;39;34.8;89.9;95.7;60.9;0;0;4;REJETEE;identite non resolue , present 4 jours sur 6
Allemagne;de_gtfsde;;de_gtfsde|51103;28.5;17.3;39;36.2;63.8;79.7;43.5;0;0;4;REJETEE;identite non resolue , present 4 jours sur 6
Allemagne;de_gtfsde;;de_gtfsde|321250;28;17.3;38;40.6;89.9;95.7;55.1;0;0;4;REJETEE;identite non resolue , present 4 jours sur 6
Allemagne;de_gtfsde;;de_gtfsde|281649;27.5;17.3;37;37.7;69.6;87;49.3;0;0;4;REJETEE;identite non resolue , present 4 jours sur 6
Allemagne;de_gtfsde;;de_gtfsde|6805;25.3;17.3;32;42;84.1;97.1;55.1;0;0;4;REJETEE;identite non resolue , present 4 jours sur 6
Etats-Unis;us_mbta;Uphams Corner;us_mbta|uphamscorner@42.32,-71.07;23.8;17.2;28;100;100;100;0;0;0;6;REJETEE;trop parfaite : 100 % a moins de 60 s
Allemagne;de_gtfsde;;de_gtfsde|544572;70.3;17;76;85.3;94.1;98.5;13.2;0;0;4;REJETEE;identite non resolue , present 4 jours sur 6
Allemagne;de_gtfsde;;de_gtfsde|256494;55.5;17;69;45.6;75;89.7;44.1;0;0;4;REJETEE;identite non resolue , present 4 jours sur 6
Allemagne;de_gtfsde;Nürnberg-Dürrenhof;de_gtfsde|nrnbergdrrenhof@49.45,11.10;34.8;17;51;84.7;97.6;98.8;14.1;0;0;5;REJETEE;present 5 jours sur 6
Allemagne;de_gtfsde;;de_gtfsde|142719;33.8;17;50;48.5;85.3;100;51.5;0;0;4;REJETEE;identite non resolue , present 4 jours sur 6
Allemagne;de_gtfsde;;de_gtfsde|161954;29.8;17;43;58.8;77.9;86.8;27.9;0;0;4;REJETEE;identite non resolue , present 4 jours sur 6
Allemagne;de_gtfsde;;de_gtfsde|101119;26.8;17;36;42.6;76.5;89.7;47.1;0;0;4;REJETEE;identite non resolue , present 4 jours sur 6
Etats-Unis;us_mta_lirr;;us_mta_lirr|215;25.6;17;34;43.5;91.8;100;56.5;0.6;0;5;REJETEE;identite non resolue , present 5 jours sur 6
Pays-Bas;nl_ovapi;Tiel Passewaaij;nl_ovapi|tielpassewaaij@51.87,5.39;25.2;17;33;16.5;74.1;92.9;76.5;0.2;0;5;REJETEE;present 5 jours sur 6
Allemagne;de_gtfsde;;de_gtfsde|406978;23.5;17;28;20.6;38.2;76.5;55.9;0;0;4;REJETEE;identite non resolue , present 4 jours sur 6 , ponctualite 38 % < 60 %
Etats-Unis;us_mbta;Newmarket;us_mbta|newmarket@42.33,-71.07;23;17;26;100;100;100;0;0;0;6;REJETEE;trop parfaite : 100 % a moins de 60 s
Allemagne;de_gtfsde;;de_gtfsde|657147;36.8;16.8;54;56.7;86.6;98.5;41.8;0;0;4;REJETEE;identite non resolue , present 4 jours sur 6
Allemagne;de_gtfsde;;de_gtfsde|40550;31;16.8;46;52.2;94;97;44.8;0;0;4;REJETEE;identite non resolue , present 4 jours sur 6
Allemagne;de_gtfsde;;de_gtfsde|227345;29;16.8;42;37.3;83.6;97;59.7;0;0;4;REJETEE;identite non resolue , present 4 jours sur 6
Allemagne;de_gtfsde;;de_gtfsde|399693;28.3;16.8;41;74.6;100;100;25.4;0;0;4;REJETEE;identite non resolue , present 4 jours sur 6 , trop parfaite : aucun retard superieur a 5 min
Allemagne;de_gtfsde;;de_gtfsde|33211;27.3;16.8;39;86.6;100;100;13.4;0;0;4;REJETEE;identite non resolue , present 4 jours sur 6 , trop parfaite : aucun retard superieur a 5 min
Allemagne;de_gtfsde;Frantiskov nad Ploucnici;de_gtfsde|frantiskovnadploucnici@50.72,14.33;25.5;16.8;34;19.4;74.6;88.1;68.7;0;0;4;REJETEE;present 4 jours sur 6
Allemagne;de_gtfsde;;de_gtfsde|133477;21.5;16.8;22;34.3;79.1;91;56.7;0;0;4;REJETEE;identite non resolue , present 4 jours sur 6
Allemagne;de_gtfsde;;de_gtfsde|306343;49.8;16.5;67;71.2;93.9;98.5;27.3;0;0;4;REJETEE;identite non resolue , present 4 jours sur 6
Allemagne;de_gtfsde;;de_gtfsde|179273;35.3;16.5;53;36.4;68.2;83.3;47;0;0;4;REJETEE;identite non resolue , present 4 jours sur 6
Allemagne;de_gtfsde;;de_gtfsde|518985;34.8;16.5;53;51.5;93.9;100;48.5;0;0;4;REJETEE;identite non resolue , present 4 jours sur 6
Allemagne;de_gtfsde;;de_gtfsde|525163;34;16.5;51;83.3;97;98.5;15.2;0;0;4;REJETEE;identite non resolue , present 4 jours sur 6
Allemagne;de_gtfsde;;de_gtfsde|268148;33;16.5;50;71.2;93.9;95.5;24.2;0;0;4;REJETEE;identite non resolue , present 4 jours sur 6
Allemagne;de_gtfsde;;de_gtfsde|317139;31.5;16.5;48;48.5;78.8;93.9;45.5;0;0;4;REJETEE;identite non resolue , present 4 jours sur 6
Allemagne;de_gtfsde;;de_gtfsde|619028;31;16.5;47;51.5;80.3;97;45.5;0;0;4;REJETEE;identite non resolue , present 4 jours sur 6
Allemagne;de_gtfsde;;de_gtfsde|9622;30.8;16.5;46;50;90.9;95.5;45.5;0;0;4;REJETEE;identite non resolue , present 4 jours sur 6
Allemagne;de_gtfsde;;de_gtfsde|100714;30.3;16.5;45;43.9;80.3;95.5;51.5;0;0;4;REJETEE;identite non resolue , present 4 jours sur 6
Allemagne;de_gtfsde;;de_gtfsde|655484;29.5;16.5;44;39.4;78.8;84.8;45.5;0;0;4;REJETEE;identite non resolue , present 4 jours sur 6
Allemagne;de_gtfsde;;de_gtfsde|21122;29.3;16.5;44;66.7;98.5;100;33.3;0;0;4;REJETEE;identite non resolue , present 4 jours sur 6 , ponctualite 98 % > 98 %
Allemagne;de_gtfsde;;de_gtfsde|356854;25.3;16.5;35;45.5;69.7;78.8;33.3;0;0;4;REJETEE;identite non resolue , present 4 jours sur 6
Allemagne;de_gtfsde;;de_gtfsde|134889;24.5;16.5;33;74.2;95.5;98.5;24.2;0;0;4;REJETEE;identite non resolue , present 4 jours sur 6
Allemagne;de_gtfsde;;de_gtfsde|55440;23.8;16.5;31;87.9;100;100;12.1;0;0;4;REJETEE;identite non resolue , present 4 jours sur 6 , trop parfaite : aucun retard superieur a 5 min
Pays-Bas;nl_ovapi;Mariënberg;nl_ovapi|marinberg@52.51,6.57;23.2;16.5;29;62.6;99;100;37.4;0.33;0;6;REJETEE;ponctualite 99 % > 98 %
Pays-Bas;nl_ovapi;Hardenberg;nl_ovapi|hardenberg@52.57,6.63;22.7;16.5;27;46.5;99;100;53.5;0.33;0;6;REJETEE;ponctualite 99 % > 98 %
Allemagne;de_gtfsde;;de_gtfsde|321722;19.8;16.5;16;39.4;72.7;87.9;48.5;0;0;4;REJETEE;identite non resolue , present 4 jours sur 6
Pays-Bas;nl_ovapi;Vught;nl_ovapi|vught@51.66,5.29;21;16.4;22;43.9;97.6;98.8;54.9;0;0;5;REJETEE;present 5 jours sur 6
Allemagne;de_gtfsde;;de_gtfsde|239197;55.8;16.3;71;56.9;80;84.6;27.7;0;0;4;REJETEE;identite non resolue , present 4 jours sur 6
Allemagne;de_gtfsde;;de_gtfsde|617378;33;16.3;51;44.6;89.2;93.8;49.2;0;0;4;REJETEE;identite non resolue , present 4 jours sur 6
Allemagne;de_gtfsde;;de_gtfsde|292408;32.5;16.3;50;43.1;72.3;83.1;40;0;0;4;REJETEE;identite non resolue , present 4 jours sur 6
Allemagne;de_gtfsde;;de_gtfsde|270098;30;16.3;46;56.9;100;100;43.1;0;0;4;REJETEE;identite non resolue , present 4 jours sur 6 , trop parfaite : aucun retard superieur a 5 min
Allemagne;de_gtfsde;;de_gtfsde|623465;29.5;16.3;45;52.3;100;100;47.7;0;0;4;REJETEE;identite non resolue , present 4 jours sur 6 , trop parfaite : aucun retard superieur a 5 min
Allemagne;de_gtfsde;;de_gtfsde|101081;25.8;16.3;37;60;86.2;95.4;35.4;0;0;4;REJETEE;identite non resolue , present 4 jours sur 6
Allemagne;de_gtfsde;;de_gtfsde|344104;24.8;16.3;34;36.9;61.5;69.2;32.3;0;0;4;REJETEE;identite non resolue , present 4 jours sur 6
Allemagne;de_gtfsde;;de_gtfsde|450509;22.8;16.3;29;29.2;92.3;98.5;69.2;0;0;4;REJETEE;identite non resolue , present 4 jours sur 6
Allemagne;de_gtfsde;;de_gtfsde|39545;38.8;16;59;42.2;78.1;92.2;50;0;0;4;REJETEE;identite non resolue , present 4 jours sur 6
Allemagne;de_gtfsde;;de_gtfsde|404344;37.3;16;57;48.4;78.1;82.8;34.4;0;0;4;REJETEE;identite non resolue , present 4 jours sur 6
Allemagne;de_gtfsde;;de_gtfsde|536878;34.5;16;54;51.6;78.1;87.5;35.9;0;0;4;REJETEE;identite non resolue , present 4 jours sur 6
Allemagne;de_gtfsde;;de_gtfsde|326244;34;16;53;84.4;92.2;95.3;10.9;0;0;4;REJETEE;identite non resolue , present 4 jours sur 6
Allemagne;de_gtfsde;;de_gtfsde|139410;31.5;16;49;57.8;89.1;98.4;40.6;0;0;4;REJETEE;identite non resolue , present 4 jours sur 6
Allemagne;de_gtfsde;;de_gtfsde|16018;31.3;16;49;75;93.8;96.9;21.9;0;0;4;REJETEE;identite non resolue , present 4 jours sur 6
Allemagne;de_gtfsde;;de_gtfsde|133102;30;16;47;37.5;67.2;79.7;42.2;0;0;4;REJETEE;identite non resolue , present 4 jours sur 6
Allemagne;de_gtfsde;;de_gtfsde|630276;27.3;16;41;64.1;93.8;98.4;34.4;0;0;4;REJETEE;identite non resolue , present 4 jours sur 6
Allemagne;de_gtfsde;;de_gtfsde|350025;27.3;16;41;46.9;67.2;89.1;42.2;0;0;4;REJETEE;identite non resolue , present 4 jours sur 6
Allemagne;de_gtfsde;;de_gtfsde|236812;27.3;16;41;79.7;95.3;98.4;18.8;0;0;4;REJETEE;identite non resolue , present 4 jours sur 6
Pays-Bas;nl_ovapi;Sauwerd;nl_ovapi|sauwerd@53.29,6.54;27;16;41;55;100;100;45;0;0;5;REJETEE;present 5 jours sur 6 , trop parfaite : aucun retard superieur a 5 min
Allemagne;de_gtfsde;;de_gtfsde|97741;25.5;16;37;64.1;89.1;93.8;29.7;0;0;4;REJETEE;identite non resolue , present 4 jours sur 6
Pays-Bas;nl_ovapi;Martenshoek;nl_ovapi|martenshoek@53.16,6.74;24.8;16;35;63.7;98.8;100;36.3;0;0;5;REJETEE;present 5 jours sur 6 , ponctualite 99 % > 98 %
Allemagne;de_gtfsde;;de_gtfsde|133500;136;15.8;88;81;92.1;100;19;0;0;4;REJETEE;identite non resolue , present 4 jours sur 6
Allemagne;de_gtfsde;;de_gtfsde|255739;48;15.8;67;63.5;92.1;96.8;33.3;0;0;4;REJETEE;identite non resolue , present 4 jours sur 6
Allemagne;de_gtfsde;;de_gtfsde|482128;33.3;15.8;53;44.4;77.8;96.8;52.4;0;0;4;REJETEE;identite non resolue , present 4 jours sur 6
Allemagne;de_gtfsde;;de_gtfsde|657946;32.8;15.8;52;31.7;66.7;79.4;47.6;0;0;4;REJETEE;identite non resolue , present 4 jours sur 6
Allemagne;de_gtfsde;;de_gtfsde|495676;30;15.8;48;22.2;74.6;87.3;65.1;0;0;4;REJETEE;identite non resolue , present 4 jours sur 6
Allemagne;de_gtfsde;;de_gtfsde|576031;29.3;15.8;46;44.4;84.1;95.2;50.8;0;0;4;REJETEE;identite non resolue , present 4 jours sur 6
Allemagne;de_gtfsde;;de_gtfsde|285549;28.8;15.8;45;36.5;65.1;84.1;47.6;0;0;4;REJETEE;identite non resolue , present 4 jours sur 6
Allemagne;de_gtfsde;;de_gtfsde|410777;28.5;15.8;45;71.4;88.9;96.8;25.4;0;0;4;REJETEE;identite non resolue , present 4 jours sur 6
Allemagne;de_gtfsde;;de_gtfsde|102606;28;15.8;44;57.1;95.2;98.4;41.3;0;0;4;REJETEE;identite non resolue , present 4 jours sur 6
Allemagne;de_gtfsde;;de_gtfsde|81598;27.5;15.8;43;74.6;100;100;25.4;0;0;4;REJETEE;identite non resolue , present 4 jours sur 6 , trop parfaite : aucun retard superieur a 5 min
Allemagne;de_gtfsde;;de_gtfsde|229123;27.5;15.8;43;58.7;88.9;95.2;36.5;0;0;4;REJETEE;identite non resolue , present 4 jours sur 6
Allemagne;de_gtfsde;;de_gtfsde|337110;26.3;15.8;40;41.3;85.7;98.4;57.1;0;0;4;REJETEE;identite non resolue , present 4 jours sur 6
Allemagne;de_gtfsde;;de_gtfsde|153915;25;15.8;37;22.2;69.8;87.3;65.1;0;0;4;REJETEE;identite non resolue , present 4 jours sur 6
Allemagne;de_gtfsde;;de_gtfsde|150503;24.5;15.8;36;19;69.8;87.3;68.3;0;0;4;REJETEE;identite non resolue , present 4 jours sur 6
Allemagne;de_gtfsde;;de_gtfsde|210921;24.3;15.8;35;31.7;68.3;79.4;47.6;0;0;4;REJETEE;identite non resolue , present 4 jours sur 6
Allemagne;de_gtfsde;Kreuzstraße;de_gtfsde|kreuzstrae@47.92,11.76;23;15.8;32;14.3;69.8;93.7;79.4;0;0;4;REJETEE;present 4 jours sur 6
Allemagne;de_gtfsde;;de_gtfsde|166484;22.3;15.8;29;87.3;100;100;12.7;0;0;4;REJETEE;identite non resolue , present 4 jours sur 6 , trop parfaite : aucun retard superieur a 5 min
France;fr_sncf;Lille Flandres;fr_sncf|UIC87286005;83;15.6;81;80.8;87.2;97.4;16.7;0.8;0.4;5;REJETEE;present 5 jours sur 6
Pays-Bas;nl_ovapi;Brummen;nl_ovapi|brummen@52.09,6.15;36.4;15.6;57;69.2;96.2;98.7;29.5;0.2;0;5;REJETEE;present 5 jours sur 6
Allemagne;de_gtfsde;;de_gtfsde|338161;139.3;15.5;89;75.8;88.7;98.4;22.6;0;0;4;REJETEE;identite non resolue , present 4 jours sur 6
Allemagne;de_gtfsde;;de_gtfsde|34045;53.8;15.5;71;61.3;82.3;91.9;30.6;0;0;4;REJETEE;identite non resolue , present 4 jours sur 6
Allemagne;de_gtfsde;;de_gtfsde|456267;41;15.5;62;41.9;77.4;90.3;48.4;0;0;4;REJETEE;identite non resolue , present 4 jours sur 6
Allemagne;de_gtfsde;;de_gtfsde|113985;37.3;15.5;58;41.9;79;93.5;51.6;0;0;4;REJETEE;identite non resolue , present 4 jours sur 6
Allemagne;de_gtfsde;;de_gtfsde|440901;34.8;15.5;55;58.1;91.9;95.2;37.1;0;0;4;REJETEE;identite non resolue , present 4 jours sur 6
Allemagne;de_gtfsde;Dautphetal-Buchenau (Lahn) Bahnhof;de_gtfsde|dautphetalbuchenaulahnbahnhof@50.87,8.60;29.3;15.5;47;87.1;98.4;100;12.9;0;0;4;REJETEE;present 4 jours sur 6 , ponctualite 98 % > 98 %
Allemagne;de_gtfsde;;de_gtfsde|147898;29.3;15.5;47;48.4;85.5;96.8;48.4;0;0;4;REJETEE;identite non resolue , present 4 jours sur 6
Allemagne;de_gtfsde;;de_gtfsde|219628;28.5;15.5;46;67.7;88.7;98.4;30.6;0;0;4;REJETEE;identite non resolue , present 4 jours sur 6
Allemagne;de_gtfsde;;de_gtfsde|280936;25.3;15.5;39;48.4;82.3;90.3;41.9;0;0;4;REJETEE;identite non resolue , present 4 jours sur 6
Allemagne;de_gtfsde;;de_gtfsde|430306;24.8;15.5;37;27.4;72.6;83.9;56.5;0;0;4;REJETEE;identite non resolue , present 4 jours sur 6
Allemagne;de_gtfsde;;de_gtfsde|228298;23.5;15.5;34;17.7;53.2;79;61.3;0;0;4;REJETEE;identite non resolue , present 4 jours sur 6 , ponctualite 53 % < 60 %
Allemagne;de_gtfsde;;de_gtfsde|612078;23;15.5;33;30.6;56.5;77.4;46.8;0;0;4;REJETEE;identite non resolue , present 4 jours sur 6 , ponctualite 56 % < 60 %
Allemagne;de_gtfsde;;de_gtfsde|191592;21.8;15.5;29;61.3;91.9;95.2;33.9;0;0;4;REJETEE;identite non resolue , present 4 jours sur 6
Etats-Unis;us_mbta;Canton Junction;us_mbta|cantonjunction@42.16,-71.15;20.3;15.5;24;100;100;100;0;0;0;6;REJETEE;trop parfaite : 100 % a moins de 60 s
Allemagne;de_gtfsde;Burgau (Schwab);de_gtfsde|burgauschwab@48.42,10.43;31.8;15.4;52;28.6;45.5;74;45.5;0;0;5;REJETEE;present 5 jours sur 6 , ponctualite 45 % < 60 %
Pays-Bas;nl_ovapi;Hoogezand-Sappemeer;nl_ovapi|hoogezandsappemeer@53.16,6.77;24.8;15.4;38;57.1;98.7;100;42.9;0;0;5;REJETEE;present 5 jours sur 6 , ponctualite 99 % > 98 %
Etats-Unis;us_mta_lirr;;us_mta_lirr|20;20.6;15.4;25;55.8;84.4;96.1;40.3;0;0;5;REJETEE;identite non resolue , present 5 jours sur 6
Allemagne;de_gtfsde;;de_gtfsde|31169;76.5;15.3;80;57.4;82;86.9;29.5;0;0;4;REJETEE;identite non resolue , present 4 jours sur 6
Allemagne;de_gtfsde;Ritschenhausen (Bushaltestelle);de_gtfsde|ritschenhausenbushaltestelle@50.51,10.43;38.3;15.3;60;70.5;93.4;96.7;26.2;0;0;4;REJETEE;present 4 jours sur 6
Pays-Bas;nl_ovapi;Oosterbeek;nl_ovapi|oosterbeek@51.99,5.84;32;15.3;52;70.5;98.4;100;29.5;0;0;4;REJETEE;present 4 jours sur 6 , ponctualite 98 % > 98 %
Allemagne;de_gtfsde;;de_gtfsde|260634;31.3;15.3;51;83.6;98.4;100;16.4;0;0;4;REJETEE;identite non resolue , present 4 jours sur 6 , ponctualite 98 % > 98 %
Allemagne;de_gtfsde;;de_gtfsde|347136;29.3;15.3;48;57.4;88.5;100;42.6;0;0;4;REJETEE;identite non resolue , present 4 jours sur 6
Allemagne;de_gtfsde;;de_gtfsde|198410;28.3;15.3;46;44.3;78.7;91.8;47.5;0;0;4;REJETEE;identite non resolue , present 4 jours sur 6
Allemagne;de_gtfsde;;de_gtfsde|589399;28.3;15.3;46;19.7;82;95.1;75.4;0;0;4;REJETEE;identite non resolue , present 4 jours sur 6
Allemagne;de_gtfsde;;de_gtfsde|73338;27.3;15.3;44;44.3;80.3;91.8;47.5;0;0;4;REJETEE;identite non resolue , present 4 jours sur 6
Allemagne;de_gtfsde;;de_gtfsde|448112;26.8;15.3;43;44.3;85.2;95.1;50.8;0;0;4;REJETEE;identite non resolue , present 4 jours sur 6
Allemagne;de_gtfsde;;de_gtfsde|477973;25;15.3;39;23;65.6;77;54.1;0;0;4;REJETEE;identite non resolue , present 4 jours sur 6
Allemagne;de_gtfsde;;de_gtfsde|508469;24.8;15.3;38;60.7;90.2;95.1;34.4;0;0;4;REJETEE;identite non resolue , present 4 jours sur 6
Allemagne;de_gtfsde;;de_gtfsde|46109;24.3;15.3;37;59;85.2;90.2;31.1;0;0;4;REJETEE;identite non resolue , present 4 jours sur 6
Allemagne;de_gtfsde;;de_gtfsde|609368;24.3;15.3;37;59;83.6;88.5;29.5;0;0;4;REJETEE;identite non resolue , present 4 jours sur 6
Allemagne;de_gtfsde;;de_gtfsde|9475;24;15.3;36;42.6;73.8;83.6;41;0;0;4;REJETEE;identite non resolue , present 4 jours sur 6
Allemagne;de_gtfsde;;de_gtfsde|82764;23.8;15.3;36;52.5;90.2;95.1;42.6;0;0;4;REJETEE;identite non resolue , present 4 jours sur 6
Allemagne;de_gtfsde;;de_gtfsde|181635;23.3;15.3;34;45.9;72.1;91.8;45.9;0;0;4;REJETEE;identite non resolue , present 4 jours sur 6
Allemagne;de_gtfsde;;de_gtfsde|510916;22.8;15.3;33;32.8;47.5;65.6;32.8;0;0;4;REJETEE;identite non resolue , present 4 jours sur 6 , ponctualite 48 % < 60 %
Allemagne;de_gtfsde;;de_gtfsde|118;22.5;15.3;32;62.3;96.7;100;37.7;0;0;4;REJETEE;identite non resolue , present 4 jours sur 6
Allemagne;de_gtfsde;;de_gtfsde|20202;22.3;15.3;31;62.3;91.8;95.1;32.8;0;0;4;REJETEE;identite non resolue , present 4 jours sur 6
Allemagne;de_gtfsde;;de_gtfsde|328105;21;15.3;27;57.4;82;86.9;29.5;0;0;4;REJETEE;identite non resolue , present 4 jours sur 6
Allemagne;de_gtfsde;Friedland(Kr Göttingen);de_gtfsde|friedlandkrgttingen@51.42,9.91;35.8;15.2;58;71.1;96.1;98.7;27.6;0;0;5;REJETEE;present 5 jours sur 6
Pays-Bas;nl_ovapi;Groningen Noord;nl_ovapi|groningennoord@53.23,6.56;26.8;15.2;43;61.8;100;100;38.2;0;0;5;REJETEE;present 5 jours sur 6 , trop parfaite : aucun retard superieur a 5 min
Etats-Unis;us_mbta;Four Corners/Geneva;us_mbta|fourcornersgeneva@42.31,-71.08;24.7;15.2;39;100;100;100;0;0;0;6;REJETEE;trop parfaite : 100 % a moins de 60 s
Allemagne;de_gtfsde;;de_gtfsde|618702;58;15;74;98.3;100;100;1.7;0;0;4;REJETEE;identite non resolue , present 4 jours sur 6 , trop parfaite : 98 % a moins de 60 s
Allemagne;de_gtfsde;;de_gtfsde|45952;39;15;62;66.7;80;88.3;21.7;0;0;4;REJETEE;identite non resolue , present 4 jours sur 6
Allemagne;de_gtfsde;;de_gtfsde|615354;31.5;15;52;63.3;90;93.3;30;0;0;4;REJETEE;identite non resolue , present 4 jours sur 6
Allemagne;de_gtfsde;;de_gtfsde|204028;30;15;50;75;93.3;95;20;0;0;4;REJETEE;identite non resolue , present 4 jours sur 6
Allemagne;de_gtfsde;;de_gtfsde|567693;29.3;15;49;63.3;88.3;93.3;30;0;0;4;REJETEE;identite non resolue , present 4 jours sur 6
Allemagne;de_gtfsde;;de_gtfsde|593836;27.8;15;46;23.3;61.7;80;56.7;0;0;4;REJETEE;identite non resolue , present 4 jours sur 6
Allemagne;de_gtfsde;;de_gtfsde|258793;26.5;15;43;31.7;71.7;86.7;55;0;0;4;REJETEE;identite non resolue , present 4 jours sur 6
Etats-Unis;us_mbta;East Taunton;us_mbta|easttaunton@41.87,-71.06;25.2;15;40;100;100;100;0;0;0;5;REJETEE;present 5 jours sur 6 , trop parfaite : 100 % a moins de 60 s
Allemagne;de_gtfsde;;de_gtfsde|24312;23.3;15;35;71.7;96.7;96.7;25;0;0;4;REJETEE;identite non resolue , present 4 jours sur 6
Pays-Bas;nl_ovapi;Maastricht Randwyck;nl_ovapi|maastrichtrandwyck@50.84,5.72;21.8;15;31;93.3;100;100;6.7;0.25;0;4;REJETEE;present 4 jours sur 6 , trop parfaite : aucun retard superieur a 5 min
Allemagne;de_gtfsde;;de_gtfsde|149352;21.5;15;30;46.7;80;95;48.3;0;0;4;REJETEE;identite non resolue , present 4 jours sur 6
Allemagne;de_gtfsde;;de_gtfsde|271935;21;15;29;35;70;88.3;53.3;0;0;4;REJETEE;identite non resolue , present 4 jours sur 6
Allemagne;de_gtfsde;;de_gtfsde|596525;71.5;14.8;79;81.4;93.2;98.3;16.9;0;0;4;REJETEE;identite non resolue , present 4 jours sur 6 , volume observe 14.8 < 15
Allemagne;de_gtfsde;;de_gtfsde|429241;69;14.8;79;79.7;94.9;100;20.3;0;0;4;REJETEE;identite non resolue , present 4 jours sur 6 , volume observe 14.8 < 15
France;fr_sncf;Valence Ville;fr_sncf|UIC87761007;49.2;14.8;70;56.2;67.4;74.2;18;1.17;0.17;6;REJETEE;volume observe 14.8 < 15
