pays;reseau;nom;cle;Nobs;echantillon;p60;p300;dispersion;famille;motif
Allemagne;de_gtfsde;;de_gtfsde|44954;12.5;50;58;94;42;A_QUALIFIER;
Allemagne;de_gtfsde;;de_gtfsde|246220;10;40;40;85;57.5;A_QUALIFIER;
Allemagne;de_gtfsde;;de_gtfsde|237021;9;36;58.3;88.9;36.1;A_QUALIFIER;
Allemagne;de_gtfsde;;de_gtfsde|667932;8.3;33;42.4;84.8;54.5;A_QUALIFIER;
Allemagne;de_gtfsde;;de_gtfsde|278394;12.3;49;81.6;93.9;18.4;A_QUALIFIER;
Allemagne;de_gtfsde;;de_gtfsde|213946;8.3;33;48.5;78.8;48.5;A_QUALIFIER;
Allemagne;de_gtfsde;;de_gtfsde|643532;12.3;49;73.5;95.9;24.5;A_QUALIFIER;
Allemagne;de_gtfsde;;de_gtfsde|56130;13.8;55;40;74.5;49.1;A_QUALIFIER;
France;fr_sncf;Crépy-en-Valois;fr_sncf|UIC87271593;4.5;18;72.2;94.4;22.2;A_QUALIFIER;
France;fr_sncf;Romans - Bourg-de-Péage;fr_sncf|UIC87761650;6.4;32;40.6;56.3;25;A_QUALIFIER;
France;fr_sncf;Pessac-Alouette;fr_sncf|UIC87581793;5.8;23;47.8;91.3;47.8;A_QUALIFIER;
France;fr_sncf;Gazinet - Cestas;fr_sncf|UIC87582403;5.3;21;52.4;90.5;42.9;A_QUALIFIER;
France;fr_sncf;Marcheprime;fr_sncf|UIC87582445;4.8;19;57.9;94.7;36.8;A_QUALIFIER;
France;fr_sncf;Le Teich;fr_sncf|UIC87582601;6.3;25;60;96;40;A_QUALIFIER;
France;fr_sncf;Gujan-Mestras;fr_sncf|UIC87582619;6.8;27;63;96.3;37;A_QUALIFIER;
France;fr_sncf;La Hume;fr_sncf|UIC87582635;6.8;27;66.7;92.6;29.6;A_QUALIFIER;
Etats-Unis;us_mta_lirr;;us_mta_lirr|44;12.8;64;64.1;89.1;31.3;A_QUALIFIER;
Etats-Unis;us_mta_mnr;;us_mta_mnr|167;0;0;0;0;0;QUARANTAINE;dispersion 0.0 pt
Etats-Unis;us_mta_mnr;;us_mta_mnr|168;0;0;0;0;0;QUARANTAINE;dispersion 0.0 pt
Etats-Unis;us_mta_mnr;;us_mta_mnr|169;0;0;0;0;0;QUARANTAINE;dispersion 0.0 pt
Etats-Unis;us_mta_mnr;;us_mta_mnr|170;0;0;0;0;0;QUARANTAINE;dispersion 0.0 pt
Etats-Unis;us_mta_mnr;;us_mta_mnr|171;0;0;0;0;0;QUARANTAINE;dispersion 0.0 pt
France;fr_sncf;Quimper;fr_sncf|UIC87474098;3.7;22;90.9;90.9;4.5;A_QUALIFIER;
France;fr_sncf;Massy-Palaiseau;fr_sncf|UIC87393579;7.4;37;81.1;91.9;10.8;A_QUALIFIER;
France;fr_sncf;Brest;fr_sncf|UIC87474007;4;20;90;100;10;QUARANTAINE;aucun retard superieur a 5 min
France;fr_sncf;Épernon;fr_sncf|UIC87394114;3.2;16;68.8;81.3;18.8;A_QUALIFIER;
France;fr_sncf;Maintenon;fr_sncf|UIC87394130;3.4;17;58.8;76.5;23.5;A_QUALIFIER;
Allemagne;de_gtfsde;;de_gtfsde|91051;7.3;29;55.2;89.7;41.4;A_QUALIFIER;
Allemagne;de_gtfsde;;de_gtfsde|318031;7.8;31;58.1;77.4;29;A_QUALIFIER;
Allemagne;de_gtfsde;;de_gtfsde|432692;11.3;45;42.2;86.7;57.8;A_QUALIFIER;
Allemagne;de_gtfsde;;de_gtfsde|12883;10;40;50;87.5;45;A_QUALIFIER;
Allemagne;de_gtfsde;;de_gtfsde|636189;14.5;58;70.7;84.5;19;A_QUALIFIER;
Allemagne;de_gtfsde;;de_gtfsde|663604;11.8;47;89.4;97.9;8.5;A_QUALIFIER;
Allemagne;de_gtfsde;;de_gtfsde|321722;16.5;66;39.4;72.7;48.5;A_QUALIFIER;
Allemagne;de_gtfsde;;de_gtfsde|166568;11.3;45;40;82.2;51.1;A_QUALIFIER;
Allemagne;de_gtfsde;;de_gtfsde|6079;4.8;19;42.1;73.7;47.4;A_QUALIFIER;
France;fr_sncf;Dourdan;fr_sncf|UIC87545525;5.8;23;60.9;73.9;39.1;A_QUALIFIER;
France;fr_sncf;Lens;fr_sncf|UIC87345025;2;8;100;100;0;QUARANTAINE;100 % des mouvements sous 60 s , aucun retard superieur a 5 min , dispersion 0.0 pt
France;fr_sncf;Pau;fr_sncf|UIC87672006;4.3;26;73.1;92.3;19.2;A_QUALIFIER;
France;fr_sncf;Vergèze - Codognan;fr_sncf|UIC87775114;4.3;26;42.3;57.7;19.2;A_QUALIFIER;
Allemagne;de_gtfsde;Peiting Nord;de_gtfsde|peitingnord@47.80,10.93;9.6;48;45.8;93.8;52.1;A_QUALIFIER;
Pays-Bas;nl_ovapi;Didam;nl_ovapi|didam@51.93,6.13;14.4;72;41.7;95.8;55.6;A_QUALIFIER;
Etats-Unis;us_mbta;Brockton;us_mbta|brockton@42.08,-71.02;7;35;100;100;0;EXCLUE;source rejetee en bloc
Etats-Unis;us_mta_lirr;;us_mta_lirr|33;12.2;61;70.5;93.4;27.9;A_QUALIFIER;
Allemagne;de_gtfsde;;de_gtfsde|513140;13.5;54;50;87;50;A_QUALIFIER;
Allemagne;de_gtfsde;;de_gtfsde|621427;10;40;27.5;72.5;65;A_QUALIFIER;
Allemagne;de_gtfsde;;de_gtfsde|4987;6.5;26;69.2;92.3;30.8;A_QUALIFIER;
Allemagne;de_gtfsde;;de_gtfsde|295671;14;56;55.4;83.9;35.7;A_QUALIFIER;
Allemagne;de_gtfsde;;de_gtfsde|646453;5.3;21;57.1;90.5;42.9;A_QUALIFIER;
Allemagne;de_gtfsde;;de_gtfsde|193337;8.5;34;58.8;88.2;32.4;A_QUALIFIER;
Allemagne;de_gtfsde;;de_gtfsde|385373;10.5;42;57.1;88.1;38.1;A_QUALIFIER;
Allemagne;de_gtfsde;;de_gtfsde|37611;9.3;37;81.1;100;18.9;QUARANTAINE;aucun retard superieur a 5 min
Allemagne;de_gtfsde;;de_gtfsde|545100;13;52;69.2;96.2;30.8;A_QUALIFIER;
Allemagne;de_gtfsde;;de_gtfsde|309435;11;44;56.8;79.5;36.4;A_QUALIFIER;
Allemagne;de_gtfsde;;de_gtfsde|546202;10.8;43;69.8;81.4;25.6;A_QUALIFIER;
Allemagne;de_gtfsde;;de_gtfsde|563699;12.5;50;88;98;10;A_QUALIFIER;
Allemagne;de_gtfsde;;de_gtfsde|167094;14.5;58;62.1;84.5;29.3;A_QUALIFIER;
France;fr_sncf;Culoz;fr_sncf|UIC87741074;4.3;26;46.2;69.2;34.6;A_QUALIFIER;
France;fr_sncf;Montélimar;fr_sncf|UIC87764001;5;30;50;76.7;30;A_QUALIFIER;
France;fr_sncf;Les Arcs - Draguignan;fr_sncf|UIC87755447;3.7;22;68.2;86.4;22.7;A_QUALIFIER;
Allemagne;de_gtfsde;Munderkingen Bahnhof;de_gtfsde|munderkingenbahnhof@48.24,9.65;12.4;62;56.5;90.3;41.9;A_QUALIFIER;
Pays-Bas;nl_ovapi;Wehl;nl_ovapi|wehl@51.96,6.21;13.2;66;57.6;95.5;40.9;A_QUALIFIER;
Pays-Bas;nl_ovapi;Doetinchem De Huet;nl_ovapi|doetinchemdehuet@51.96,6.26;13;65;69.2;98.5;29.2;QUARANTAINE;ponctualite 98.5 %
Etats-Unis;us_mbta;Bridgewater;us_mbta|bridgewater@41.98,-70.97;7;35;100;100;0;EXCLUE;source rejetee en bloc
Etats-Unis;us_mbta;Campello;us_mbta|campello@42.06,-71.01;7.8;39;100;100;0;EXCLUE;source rejetee en bloc
Etats-Unis;us_mbta;Windsor Gardens;us_mbta|windsorgardens@42.17,-71.22;10.4;52;100;100;0;EXCLUE;source rejetee en bloc
Etats-Unis;us_mbta;Lansdowne;us_mbta|lansdowne@42.35,-71.10;10.5;63;100;100;0;EXCLUE;source rejetee en bloc
Allemagne;de_gtfsde;;de_gtfsde|555965;12.5;50;50;88;44;A_QUALIFIER;
Allemagne;de_gtfsde;;de_gtfsde|314369;7.5;30;56.7;73.3;33.3;A_QUALIFIER;
Allemagne;de_gtfsde;;de_gtfsde|566189;11.5;46;63;89.1;30.4;A_QUALIFIER;
Allemagne;de_gtfsde;;de_gtfsde|363441;8.8;35;77.1;94.3;20;A_QUALIFIER;
Allemagne;de_gtfsde;Meckenbeuren Kehlen, Bahnhof;de_gtfsde|meckenbeurenkehlenbahnhof@47.68,9.55;10;40;67.5;92.5;30;A_QUALIFIER;
France;fr_sncf;Mer;fr_sncf|UIC87574194;1.5;6;83.3;83.3;0;QUARANTAINE;dispersion 0.0 pt
France;fr_sncf;Beaugency;fr_sncf|UIC87574160;1.8;7;85.7;85.7;0;QUARANTAINE;dispersion 0.0 pt
France;fr_sncf;Meung-sur-Loire;fr_sncf|UIC87574137;2;8;75;87.5;12.5;A_QUALIFIER;
France;fr_sncf;Bernay;fr_sncf|UIC87444299;2.5;10;80;90;10;A_QUALIFIER;
Allemagne;de_gtfsde;Herzberg am Harz;de_gtfsde|herzbergamharz@51.64,10.33;11.2;56;82.1;98.2;17.9;QUARANTAINE;ponctualite 98.2 %
Allemagne;de_gtfsde;Haarhausen;de_gtfsde|haarhausen@50.87,10.91;10;50;56;94;42;A_QUALIFIER;
France;fr_sncf;Villefranche-sur-Saône;fr_sncf|UIC87721332;3.2;16;75;75;12.5;A_QUALIFIER;
Pays-Bas;nl_ovapi;Westervoort;nl_ovapi|westervoort@51.96,5.97;14.6;73;47.9;94.5;47.9;A_QUALIFIER;
Pays-Bas;nl_ovapi;Duiven;nl_ovapi|duiven@51.94,6.01;14.2;71;40.8;94.4;54.9;A_QUALIFIER;
Allemagne;de_gtfsde;Wolmirstedt;de_gtfsde|wolmirstedt@52.25,11.64;10.3;62;50;82.3;40.3;A_QUALIFIER;
France;fr_sncf;Angoulême;fr_sncf|UIC87583005;6.5;39;30.8;61.5;46.2;A_QUALIFIER;
Pays-Bas;nl_ovapi;Haren;nl_ovapi|haren@53.18,6.62;14.7;88;63.6;94.3;35.2;A_QUALIFIER;
Etats-Unis;us_mbta;Boston Landing;us_mbta|bostonlanding@42.36,-71.14;9.5;57;100;100;0;EXCLUE;source rejetee en bloc
Allemagne;de_gtfsde;;de_gtfsde|187554;12;48;50;60.4;27.1;A_QUALIFIER;
Allemagne;de_gtfsde;;de_gtfsde|235743;11.5;46;34.8;78.3;63;A_QUALIFIER;
Allemagne;de_gtfsde;;de_gtfsde|627634;12;48;70.8;95.8;29.2;A_QUALIFIER;
France;fr_sncf;Orange;fr_sncf|UIC87765107;4.8;29;51.7;82.8;44.8;A_QUALIFIER;
France;fr_sncf;Pont-à-Mousson;fr_sncf|UIC87141820;3.3;13;53.8;69.2;30.8;A_QUALIFIER;
Pays-Bas;nl_ovapi;Putten;nl_ovapi|putten@52.27,5.58;13.2;79;64.6;92.4;35.4;A_QUALIFIER;
Pays-Bas;nl_ovapi;'t Harde;nl_ovapi|tharde@52.41,5.89;11.8;71;73.2;88.7;25.4;A_QUALIFIER;
Pays-Bas;nl_ovapi;Hoogeveen;nl_ovapi|hoogeveen@52.73,6.47;15.3;92;75;90.2;17.4;A_QUALIFIER;
Etats-Unis;us_mbta;Montello;us_mbta|montello@42.11,-71.02;7.2;36;100;100;0;EXCLUE;source rejetee en bloc
Etats-Unis;us_mbta;Holbrook/Randolph;us_mbta|holbrookrandolph@42.16,-71.03;7.8;39;100;100;0;EXCLUE;source rejetee en bloc
Allemagne;de_gtfsde;Kraftsdorf;de_gtfsde|kraftsdorf@50.88,11.93;7.2;43;83.7;97.7;16.3;A_QUALIFIER;
Pays-Bas;nl_ovapi;Purmerend Overwhere;nl_ovapi|purmerendoverwhere@52.51,4.97;9.7;58;58.6;94.8;37.9;A_QUALIFIER;
France;fr_sncf;Charleville-Mézières;fr_sncf|UIC87172007;2.2;11;100;100;0;QUARANTAINE;100 % des mouvements sous 60 s , aucun retard superieur a 5 min , dispersion 0.0 pt
Allemagne;de_gtfsde;;de_gtfsde|187656;11.5;46;34.8;78.3;56.5;A_QUALIFIER;
Allemagne;de_gtfsde;;de_gtfsde|514869;8;32;50;84.4;43.8;A_QUALIFIER;
Allemagne;de_gtfsde;;de_gtfsde|283614;12;48;37.5;79.2;47.9;A_QUALIFIER;
Allemagne;de_gtfsde;;de_gtfsde|549051;9.8;39;66.7;97.4;30.8;A_QUALIFIER;
Allemagne;de_gtfsde;;de_gtfsde|30156;10.8;43;55.8;76.7;30.2;A_QUALIFIER;
Allemagne;de_gtfsde;;de_gtfsde|424491;10.8;43;41.9;67.4;39.5;A_QUALIFIER;
Allemagne;de_gtfsde;Oberkirch Bahnhof;de_gtfsde|oberkirchbahnhof@48.53,8.08;6.3;25;48;84;40;A_QUALIFIER;
Allemagne;de_gtfsde;;de_gtfsde|286647;12;48;18.8;70.8;79.2;A_QUALIFIER;
Allemagne;de_gtfsde;;de_gtfsde|538508;10;40;22.5;82.5;72.5;A_QUALIFIER;
Allemagne;de_gtfsde;;de_gtfsde|641333;10.3;41;22;87.8;78;A_QUALIFIER;
France;fr_sncf;Mommenheim;fr_sncf|UIC87212142;1.8;7;85.7;100;14.3;QUARANTAINE;aucun retard superieur a 5 min
France;fr_sncf;Basel SBB;fr_sncf|UIC85000109;1.8;7;57.1;71.4;42.9;A_QUALIFIER;
France;fr_sncf;Longueau;fr_sncf|UIC87313049;2.8;11;72.7;90.9;27.3;A_QUALIFIER;
France;fr_sncf;Orchies;fr_sncf|UIC87286583;3.5;14;78.6;78.6;7.1;A_QUALIFIER;
France;fr_sncf;Auray;fr_sncf|UIC87476200;2.8;17;47.1;82.4;47.1;A_QUALIFIER;
Pays-Bas;nl_ovapi;Ommen;nl_ovapi|ommen@52.51,6.42;14.2;85;60;98.8;40;QUARANTAINE;ponctualite 98.8 %
Pays-Bas;nl_ovapi;Nijkerk;nl_ovapi|nijkerk@52.22,5.49;14.2;85;63.5;92.9;36.5;A_QUALIFIER;
Pays-Bas;nl_ovapi;Ermelo;nl_ovapi|ermelo@52.30,5.61;11.7;70;71.4;92.9;28.6;A_QUALIFIER;
Pays-Bas;nl_ovapi;Harderwijk;nl_ovapi|harderwijk@52.34,5.62;12.8;77;71.4;93.5;28.6;A_QUALIFIER;
Pays-Bas;nl_ovapi;Nunspeet;nl_ovapi|nunspeet@52.37,5.78;12.2;73;65.8;91.8;32.9;A_QUALIFIER;
Pays-Bas;nl_ovapi;Wezep;nl_ovapi|wezep@52.45,6.00;7.2;43;65.1;88.4;34.9;A_QUALIFIER;
France;fr_sncf;Tullins Fures;fr_sncf|UIC87761759;2.8;14;50;78.6;28.6;A_QUALIFIER;
Allemagne;de_gtfsde;;de_gtfsde|612837;10;40;60;82.5;30;A_QUALIFIER;
Allemagne;de_gtfsde;;de_gtfsde|153311;9.5;38;26.3;55.3;52.6;A_QUALIFIER;
Allemagne;de_gtfsde;;de_gtfsde|297813;10.8;43;27.9;60.5;53.5;A_QUALIFIER;
Allemagne;de_gtfsde;;de_gtfsde|317403;11;44;52.3;84.1;43.2;A_QUALIFIER;
Allemagne;de_gtfsde;;de_gtfsde|97270;6.5;26;50;88.5;50;A_QUALIFIER;
France;fr_sncf;Arles;fr_sncf|UIC87753657;4.3;26;53.8;80.8;34.6;A_QUALIFIER;
France;fr_sncf;Cannes La Bocca;fr_sncf|UIC87757617;3;12;75;91.7;16.7;A_QUALIFIER;
Pays-Bas;nl_ovapi;Enschede Kennispark;nl_ovapi|enschedekennispark@52.24,6.84;8.8;53;60.4;94.3;39.6;A_QUALIFIER;
Pays-Bas;nl_ovapi;Beilen;nl_ovapi|beilen@52.85,6.52;13.7;82;78;91.5;17.1;A_QUALIFIER;
France;fr_sncf;Hendaye;fr_sncf|UIC87677005;4.4;22;81.8;86.4;4.5;A_QUALIFIER;
France;fr_sncf;L'Estaque;fr_sncf|UIC87751602;5;25;64;88;28;A_QUALIFIER;
Pays-Bas;nl_ovapi;Emmen;nl_ovapi|emmen@52.79,6.90;11.7;70;71.4;100;28.6;QUARANTAINE;aucun retard superieur a 5 min
Allemagne;de_gtfsde;;de_gtfsde|369347;10;40;30;57.5;35;A_QUALIFIER;
Allemagne;de_gtfsde;;de_gtfsde|87969;9.8;39;41;69.2;48.7;A_QUALIFIER;
Allemagne;de_gtfsde;;de_gtfsde|45452;9.8;39;79.5;87.2;15.4;A_QUALIFIER;
Allemagne;de_gtfsde;;de_gtfsde|96685;12.3;49;59.2;95.9;40.8;A_QUALIFIER;
Allemagne;de_gtfsde;;de_gtfsde|168036;9;36;50;83.3;44.4;A_QUALIFIER;
Allemagne;de_gtfsde;;de_gtfsde|364085;6.3;25;64;96;32;A_QUALIFIER;
Allemagne;de_gtfsde;;de_gtfsde|153215;11.5;46;60.9;80.4;23.9;A_QUALIFIER;
Allemagne;de_gtfsde;;de_gtfsde|225806;12.8;51;13.7;62.7;86.3;A_QUALIFIER;
France;fr_sncf;Onzain - Chaumont-sur-Loire;fr_sncf|UIC87574319;1.8;7;85.7;85.7;0;QUARANTAINE;dispersion 0.0 pt
France;fr_sncf;Goxwiller;fr_sncf|UIC87214270;2.5;10;100;100;0;QUARANTAINE;100 % des mouvements sous 60 s , aucun retard superieur a 5 min , dispersion 0.0 pt
Pays-Bas;nl_ovapi;Landgraaf;nl_ovapi|landgraaf@50.90,6.02;11.8;47;53.2;95.7;46.8;A_QUALIFIER;
France;fr_sncf;Saint-Jean-de-Luz - Ciboure;fr_sncf|UIC87677120;3.8;19;68.4;84.2;21.1;A_QUALIFIER;
Allemagne;de_gtfsde;Baltersweiler;de_gtfsde|baltersweiler@49.49,7.17;8.5;51;49;88.2;47.1;A_QUALIFIER;
Pays-Bas;nl_ovapi;Emmen Zuid;nl_ovapi|emmenzuid@52.75,6.87;12.3;74;74.3;100;25.7;QUARANTAINE;aucun retard superieur a 5 min
Etats-Unis;us_mbta;West Natick;us_mbta|westnatick@42.28,-71.39;10.2;61;100;100;0;EXCLUE;source rejetee en bloc
Allemagne;de_gtfsde;;de_gtfsde|499594;8.5;34;94.1;97.1;5.9;A_QUALIFIER;
Allemagne;de_gtfsde;;de_gtfsde|618594;12.5;50;92;100;8;QUARANTAINE;aucun retard superieur a 5 min
Allemagne;de_gtfsde;;de_gtfsde|545269;14;56;28.6;55.4;48.2;A_QUALIFIER;
Allemagne;de_gtfsde;;de_gtfsde|211196;8.8;35;37.1;77.1;45.7;A_QUALIFIER;
France;fr_sncf;Erstein;fr_sncf|UIC87214148;2.3;9;77.8;88.9;11.1;A_QUALIFIER;
France;fr_sncf;Benfeld;fr_sncf|UIC87214122;2.8;11;72.7;90.9;18.2;A_QUALIFIER;
France;fr_sncf;Amboise;fr_sncf|UIC87574343;2;8;87.5;87.5;0;QUARANTAINE;dispersion 0.0 pt
France;fr_sncf;Saint-Dié-des-Vosges;fr_sncf|UIC87144014;3.6;18;83.3;88.9;5.6;A_QUALIFIER;
France;fr_sncf;Marseille Blancarde;fr_sncf|UIC87751081;3.8;19;78.9;94.7;15.8;A_QUALIFIER;
France;fr_sncf;Biarritz;fr_sncf|UIC87673400;2.8;14;85.7;100;14.3;QUARANTAINE;aucun retard superieur a 5 min
Pays-Bas;nl_ovapi;Dalfsen;nl_ovapi|dalfsen@52.50,6.26;13.3;80;58.8;98.8;41.3;QUARANTAINE;ponctualite 98.8 %
Pays-Bas;nl_ovapi;Coevorden;nl_ovapi|coevorden@52.66,6.74;13.3;80;78.8;98.8;21.3;QUARANTAINE;ponctualite 98.8 %
Etats-Unis;us_mbta;Mansfield;us_mbta|mansfield@42.03,-71.22;9;54;100;100;0;EXCLUE;source rejetee en bloc
France;fr_sncf;Épinal;fr_sncf|UIC87144006;3.2;19;89.5;89.5;5.3;A_QUALIFIER;
France;fr_sncf;Picon Busserine;fr_sncf|UIC87759290;2.2;13;76.9;92.3;23.1;A_QUALIFIER;
France;fr_sncf;Sainte-Marthe en Provence;fr_sncf|UIC87751842;2;12;75;91.7;25;A_QUALIFIER;
France;fr_sncf;Saint-Joseph le Castellas;fr_sncf|UIC87759316;1.7;10;70;90;30;A_QUALIFIER;
France;fr_sncf;Septèmes;fr_sncf|UIC87751800;2.3;14;85.7;100;14.3;QUARANTAINE;aucun retard superieur a 5 min
Pays-Bas;nl_ovapi;Nieuw Amsterdam;nl_ovapi|nieuwamsterdam@52.72,6.85;12.5;75;74.7;100;25.3;QUARANTAINE;aucun retard superieur a 5 min
France;fr_sncf;Sain-Bel;fr_sncf|UIC87721605;8;40;80;87.5;12.5;A_QUALIFIER;
France;fr_sncf;Fleurieux RN7;fr_sncf|UIC87698282;6.6;33;66.7;90.9;24.2;A_QUALIFIER;
France;fr_sncf;Lentilly;fr_sncf|UIC87721555;6.6;33;48.5;87.9;42.4;A_QUALIFIER;
France;fr_sncf;Lentilly Charpenay;fr_sncf|UIC87566919;7.2;36;41.7;83.3;47.2;A_QUALIFIER;
France;fr_sncf;La Tour-de-Salvagny Centre;fr_sncf|UIC87698324;8;40;42.5;75;45;A_QUALIFIER;
France;fr_sncf;La Tour-de-Salvagny Hippodrome;fr_sncf|UIC87698316;8.2;41;46.3;75.6;41.5;A_QUALIFIER;
France;fr_sncf;Casino Lacroix Laval;fr_sncf|UIC87208553;8.6;43;55.8;81.4;32.6;A_QUALIFIER;
France;fr_sncf;Charbonnières-les-Bains;fr_sncf|UIC87721530;8.8;44;59.1;81.8;29.5;A_QUALIFIER;
France;fr_sncf;Le Méridien La Ferrière;fr_sncf|UIC87721522;9;45;60;80;28.9;A_QUALIFIER;
France;fr_sncf;Tassin-le-Baraillon;fr_sncf|UIC87698738;9;45;13.3;86.7;77.8;A_QUALIFIER;
Allemagne;de_gtfsde;;de_gtfsde|223749;11;44;25;81.8;75;A_QUALIFIER;
Allemagne;de_gtfsde;;de_gtfsde|316021;11.5;46;21.7;78.3;76.1;A_QUALIFIER;
France;fr_sncf;Sablé-sur-Sarthe;fr_sncf|UIC87396408;2.3;9;55.6;100;44.4;QUARANTAINE;aucun retard superieur a 5 min
France;fr_sncf;Maubeuge;fr_sncf|UIC87295006;2.5;10;60;80;20;A_QUALIFIER;
France;fr_sncf;Donzère;fr_sncf|UIC87764290;4;16;62.5;81.3;25;A_QUALIFIER;
France;fr_sncf;Gertwiller;fr_sncf|UIC87214254;2.5;10;100;100;0;QUARANTAINE;100 % des mouvements sous 60 s , aucun retard superieur a 5 min , dispersion 0.0 pt
France;fr_sncf;Le Havre;fr_sncf|UIC87413013;2.5;10;100;100;0;QUARANTAINE;100 % des mouvements sous 60 s , aucun retard superieur a 5 min , dispersion 0.0 pt
France;fr_sncf;Guingamp;fr_sncf|UIC87473207;2.5;10;40;90;50;A_QUALIFIER;
Pays-Bas;nl_ovapi;Winsum;nl_ovapi|winsum@53.33,6.52;10.8;43;55.8;100;44.2;QUARANTAINE;aucun retard superieur a 5 min
Pays-Bas;nl_ovapi;Baflo;nl_ovapi|baflo@53.36,6.52;10.8;43;62.8;100;37.2;QUARANTAINE;aucun retard superieur a 5 min
Pays-Bas;nl_ovapi;Warffum;nl_ovapi|warffum@53.39,6.57;11;44;54.5;100;45.5;QUARANTAINE;aucun retard superieur a 5 min
Pays-Bas;nl_ovapi;Usquert;nl_ovapi|usquert@53.40,6.61;10;40;80;100;20;QUARANTAINE;aucun retard superieur a 5 min
Pays-Bas;nl_ovapi;Uithuizen;nl_ovapi|uithuizen@53.41,6.67;5;20;90;100;10;QUARANTAINE;aucun retard superieur a 5 min
Pays-Bas;nl_ovapi;Uithuizermeeden;nl_ovapi|uithuizermeeden@53.41,6.72;7.3;29;93.1;100;6.9;QUARANTAINE;aucun retard superieur a 5 min
Pays-Bas;nl_ovapi;Roodeschool;nl_ovapi|roodeschool@53.42,6.76;7.3;29;86.2;100;13.8;QUARANTAINE;aucun retard superieur a 5 min
France;fr_sncf;Firminy;fr_sncf|UIC87726729;2.8;17;82.4;82.4;11.8;A_QUALIFIER;
France;fr_sncf;Saint-Étienne Bellevue;fr_sncf|UIC87726190;3.7;22;86.4;90.9;9.1;A_QUALIFIER;
France;fr_sncf;Saint-Étienne Carnot;fr_sncf|UIC87726901;3.3;20;85;90;10;A_QUALIFIER;
Allemagne;de_gtfsde;;de_gtfsde|55303;9.8;39;69.2;94.9;30.8;A_QUALIFIER;
France;fr_sncf;Pagny-sur-Moselle;fr_sncf|UIC87192468;3.3;13;53.8;76.9;30.8;A_QUALIFIER;
France;fr_sncf;Châlons-en-Champagne;fr_sncf|UIC87174003;2.8;11;81.8;81.8;9.1;A_QUALIFIER;
France;fr_sncf;Épernay;fr_sncf|UIC87171553;2.3;9;55.6;55.6;44.4;A_QUALIFIER;
France;fr_sncf;Hagondange;fr_sncf|UIC87191114;3.5;14;64.3;92.9;28.6;A_QUALIFIER;
France;fr_sncf;Ancenis;fr_sncf|UIC87481192;1.3;5;60;80;20;A_QUALIFIER;
France;fr_sncf;Théoule-sur-Mer;fr_sncf|UIC87757583;2.5;10;60;80;30;A_QUALIFIER;
France;fr_sncf;Agay;fr_sncf|UIC87757559;3;12;58.3;75;25;A_QUALIFIER;
France;fr_sncf;Boulouris sur Mer;fr_sncf|UIC87757534;4;16;50;68.8;37.5;A_QUALIFIER;
France;fr_sncf;Fréjus;fr_sncf|UIC87757500;3.3;13;76.9;92.3;15.4;A_QUALIFIER;
Pays-Bas;nl_ovapi;Purmerend;nl_ovapi|purmerend@52.50,4.95;9.3;56;66.1;94.6;30.4;A_QUALIFIER;
Pays-Bas;nl_ovapi;Purmerend Weidevenne;nl_ovapi|purmerendweidevenne@52.50,4.94;9.2;55;65.5;94.5;30.9;A_QUALIFIER;
Pays-Bas;nl_ovapi;Zaandam Kogerveld;nl_ovapi|zaandamkogerveld@52.46,4.82;7;42;59.5;95.2;38.1;A_QUALIFIER;
France;fr_sncf;Thionville;fr_sncf|UIC87191007;3.4;17;88.2;100;11.8;QUARANTAINE;aucun retard superieur a 5 min
France;fr_sncf;Saint-André-le-Gaz;fr_sncf|UIC87723494;4.7;28;71.4;85.7;17.9;A_QUALIFIER;
Allemagne;de_gtfsde;;de_gtfsde|214879;10.5;42;45.2;88.1;54.8;A_QUALIFIER;
Allemagne;de_gtfsde;;de_gtfsde|327528;8;32;43.8;71.9;43.8;A_QUALIFIER;
Allemagne;de_gtfsde;;de_gtfsde|637449;7.5;30;63.3;96.7;33.3;A_QUALIFIER;
France;fr_sncf;Saint-Quentin en Yvelines;fr_sncf|UIC87393843;6;24;83.3;100;16.7;QUARANTAINE;aucun retard superieur a 5 min
France;fr_sncf;Saint-Agne;fr_sncf|UIC87611301;2;8;62.5;87.5;25;A_QUALIFIER;
France;fr_sncf;La Rochelle;fr_sncf|UIC87485003;3;12;58.3;83.3;33.3;A_QUALIFIER;
France;fr_sncf;Orthez;fr_sncf|UIC87672253;3.4;17;58.8;76.5;29.4;A_QUALIFIER;
France;fr_sncf;Pas des Lanciers;fr_sncf|UIC87753285;4.4;22;63.6;90.9;27.3;A_QUALIFIER;
France;fr_sncf;Aubagne;fr_sncf|UIC87751750;4.2;21;42.9;90.5;52.4;A_QUALIFIER;
Etats-Unis;us_mta_lirr;;us_mta_lirr|179;8.8;44;45.5;93.2;52.3;A_QUALIFIER;
France;fr_sncf;Arcachon;fr_sncf|UIC87582668;6;36;77.8;94.4;16.7;A_QUALIFIER;
Pays-Bas;nl_ovapi;Oberhausen Hbf;nl_ovapi|oberhausenhbf@51.48,6.85;5.5;33;36.4;66.7;39.4;A_QUALIFIER;
Allemagne;de_gtfsde;;de_gtfsde|375162;7.5;30;73.3;90;26.7;A_QUALIFIER;
Allemagne;de_gtfsde;;de_gtfsde|67845;11.8;47;19.1;42.6;46.8;A_QUALIFIER;
